"created_at";"id";"id_str";"full_text";"truncated";"display_text_range";"entities";"metadata";"tweet_source";"in_reply_to_status_id";"in_reply_to_status_id_str";"in_reply_to_user_id";"in_reply_to_user_id_str";"in_reply_to_screen_name";"geo";"coordinates";"place";"contributors";"is_quote_status";"retweet_count";"favorite_count";"favorited";"retweeted";"lang";"possibly_sensitive";"quoted_status_id";"quoted_status_id_str";"quoted_status";"text";"favorited_by";"scopes";"display_text_width";"retweeted_status";"quoted_status_permalink";"quote_count";"timestamp_ms";"reply_count";"filter_level";"query";"withheld_scope";"withheld_copyright";"withheld_in_countries";"possibly_sensitive_appealable";"id_user";"id_str_user";"name_user";"screen_name_user";"location_user";"description_user";"url_user";"protected_user";"followers_count_user";"friends_count_user";"listed_count_user";"created_at_user";"favourites_count_user";"verified_user";"statuses_count_user";"profile_image_url_https_user";"profile_banner_url_user";"default_profile_user";"default_profile_image_user";"withheld_in_countries_user";"derived_user";"withheld_scope_user";"entities_user";"tweet_link";"polarity";"dimension";"competitor_id"
"2022-08-03 11:09:55";"1554786636273254400";"1554786636273254400";"#MedioAmbiente @iberdrola ha comenzado las pruebas del primer proyecto de electrificación del Corredor Mediterráneo. https://t.co/W5myJA1PPW #Madridiario";"FALSE";"153";"{""hashtags"":[{""text"":""MedioAmbiente"",""indices"":[[0,14]]},{""text"":""Madridiario"",""indices"":[[141,153]]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":15,""end"":25}}],""urls"":[{""url"":""https://t.co/W5myJA1PPW"",""expanded_url"":""https://www.madridiario.es/mvc/amp/noticia/510695/"",""display_url"":""madridiario.es/mvc/amp/notici…"",""indices"":{""start"":117,""end"":140}}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";;;;;;;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";"FALSE";;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}},""extended_entities"":{""media"":{}}}]";"#MedioAmbiente @iberdrola ha comenzado las pruebas del primer proyecto de electrificación del Corredor Mediterráneo. https://t.co/W5myJA1PPW #Madridiario";;;;;;;;;;;;;;;"22935720";"22935720";"Madridiario.es";"Madridiario";"Madrid";"Primer diario digital de la Comunidad de Madrid.";"https://t.co/3fq7CYdlvu";"FALSE";"58932";"4851";"0";"Thu Mar 05 16:01:18 +0000 2009";"528";"FALSE";"108861";"https://pbs.twimg.com/profile_images/1390615191872843779/f3pnkjzm_normal.jpg";"https://pbs.twimg.com/profile_banners/22935720/1578431390";"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""url"":""https://t.co/3fq7CYdlvu"",""expanded_url"":""http://www.madridiario.es"",""display_url"":""madridiario.es"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/Madridiario/status/1554786636273254400";;;"1e+05"
"2022-08-03 11:09:53";"1554786626701778944";"1554786626701778945";"@iberdrola @culturainquieta Película la que os montáis cada vez que queremos solucionar algo con ustedes!";"FALSE";"105";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}},{""screen_name"":""culturainquieta"",""name"":""Cultura Inquieta"",""id"":161238491,""id_str"":""161238491"",""indices"":{""start"":11,""end"":27}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPhone";"1554543555623911424";"1554543555623911426";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}},""extended_entities"":{""media"":{}}}]";"@iberdrola @culturainquieta Película la que os montáis cada vez que queremos solucionar algo con ustedes!";;;;;;;;;;;;;;;"871762478";"871762478";"francisco javier";"javiloomb";"Las vías de tren ";"";;"FALSE";"129";"260";"0";"Wed Oct 10 13:13:05 +0000 2012";"764";"FALSE";"968";"https://pbs.twimg.com/profile_images/1300442645756551171/lw6gW1Ft_normal.jpg";"https://pbs.twimg.com/profile_banners/871762478/1584200916";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/javiloomb/status/1554786626701778945";;;"1e+05"
"2022-08-03 11:09:06";"1554786429892526080";"1554786429892526082";"@atletismoRFEA @Fatimadiame @ECMunich2022 @deportegob @COE_es @iberdrola @JomaSport @EuroAthletics @Euro_Champs Llamad a @carletes_32 ya sinvergüenzas";"FALSE";"150";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""atletismoRFEA"",""name"":""atletismoRFEA"",""id"":1461813918,""id_str"":""1461813918"",""indices"":{""start"":0,""end"":14}},{""screen_name"":""Fatimadiame"",""name"":""Fátima Diame OLY"",""id"":1523044682,""id_str"":""1523044682"",""indices"":{""start"":15,""end"":27}},{""screen_name"":""ECMunich2022"",""name"":""Munich2022"",""id"":1.19174050241416e+18,""id_str"":""1191740502414155776"",""indices"":{""start"":28,""end"":41}},{""screen_name"":""deportegob"",""name"":""CSD"",""id"":376256489,""id_str"":""376256489"",""indices"":{""start"":42,""end"":53}},{""screen_name"":""COE_es"",""name"":""Comité Olímpico Español"",""id"":538339179,""id_str"":""538339179"",""indices"":{""start"":54,""end"":61}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":62,""end"":72}},{""screen_name"":""JomaSport"",""name"":""Joma Sport"",""id"":96804461,""id_str"":""96804461"",""indices"":{""start"":73,""end"":83}},{""screen_name"":""EuroAthletics"",""name"":""European Athletics"",""id"":50580846,""id_str"":""50580846"",""indices"":{""start"":84,""end"":98}},{""screen_name"":""Euro_Champs"",""name"":""European Championships"",""id"":534414713,""id_str"":""534414713"",""indices"":{""start"":99,""end"":111}},{""screen_name"":""carletes_32"",""name"":""carletes"",""id"":850643185,""id_str"":""850643185"",""indices"":{""start"":121,""end"":133}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1554750881505202176";"1554750881505202176";"1461813918";"1461813918";"atletismoRFEA";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}},""extended_entities"":{""media"":{}}}]";"@atletismoRFEA @Fatimadiame @ECMunich2022 @deportegob @COE_es @iberdrola @JomaSport @EuroAthletics @Euro_Champs Llamad a @carletes_32 ya sinvergüenzas";;;;;;;;;;;;;;;"1510576920190197760";"1510576920190197763";"💜LAGARTO AMARILLO🔰";"JaimeJienense";"Jaén, España";"Cuenta de información y opinión del @JaenFS🔰@RealJaenCF 💜 y demás clubs de la Ciudad del Santo Reino
/Dirigida y administrada por Jaime✍️";;"FALSE";"68";"159";"1";"Sun Apr 03 11:16:25 +0000 2022";"992";"FALSE";"2259";"https://pbs.twimg.com/profile_images/1510987701796970503/G8T1e5Im_normal.jpg";"https://pbs.twimg.com/profile_banners/1510576920190197763/1649082205";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/JaimeJienense/status/1554786429892526082";;;"1e+05"
"2022-08-03 11:08:10";"1554786197507276800";"1554786197507276800";"@enochmm @iberdrola Le he guardado para leerlo luego 👍🏻";"FALSE";"55";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""enochmm"",""name"":""Enoch M.M."",""id"":47889919,""id_str"":""47889919"",""indices"":{""start"":0,""end"":8}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":9,""end"":19}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPhone";"1554785907089317888";"1554785907089317888";"47889919";"47889919";"enochmm";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}},""extended_entities"":{""media"":{}}}]";"@enochmm @iberdrola Le he guardado para leerlo luego 👍🏻";;;;;;;;;;;;;;;"433447073";"433447073";"Fernando🐺";"fernanditorl";"Valladolid";"De Valladolid y del Pucela, apasionado y practicante del ciclismo. ¡¡Viva el ciclismo!! Amante de los Picos de Europa. 🐶💜👧⛰️#LoboVivo🐺";"https://t.co/rRXIih4AJh";"FALSE";"467";"569";"8";"Sat Dec 10 15:42:39 +0000 2011";"355";"FALSE";"149582";"https://pbs.twimg.com/profile_images/1539957747122307073/5U9Yg-bI_normal.jpg";"https://pbs.twimg.com/profile_banners/433447073/1515012156";"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""url"":""https://t.co/rRXIih4AJh"",""expanded_url"":""http://fernanditorl.blogspot.com"",""display_url"":""fernanditorl.blogspot.com"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/fernanditorl/status/1554786197507276800";;;"1e+05"
"2022-08-03 11:07:01";"1554785907089317888";"1554785907089317888";"@fernanditorl @iberdrola Lee el artículo entero, hay para repartir entre todas las partes.";"FALSE";"90";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""fernanditorl"",""name"":""Fernando🐺"",""id"":433447073,""id_str"":""433447073"",""indices"":{""start"":0,""end"":13}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":14,""end"":24}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Android";"1554785513546080256";"1554785513546080256";"433447073";"433447073";"fernanditorl";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}},""extended_entities"":{""media"":{}}}]";"@fernanditorl @iberdrola Lee el artículo entero, hay para repartir entre todas las partes.";;;;;;;;;;;;;;;"47889919";"47889919";"Enoch M.M.";"enochmm";"Ciudad Real";"Ambientólogo, Técnico de Consultoría Ambiental y Podcaster.
Prescriptor del Cambio Climático.
Ahora @trabaja_MA y @podcastidae";"https://t.co/NWh1oWIoAy";"FALSE";"1948";"727";"56";"Wed Jun 17 07:35:20 +0000 2009";"8924";"FALSE";"30882";"https://pbs.twimg.com/profile_images/1543536227621769218/akSLuoRD_normal.jpg";"https://pbs.twimg.com/profile_banners/47889919/1591474347";"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""url"":""https://t.co/NWh1oWIoAy"",""expanded_url"":""https://www.trabajaenmedioambiente.com/consultoria/"",""display_url"":""trabajaenmedioambiente.com/consultoria/"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/enochmm/status/1554785907089317888";;;"1e+05"
"2022-08-03 11:05:27";"1554785513546080256";"1554785513546080256";"@iberdrola o el ejemplo de cómo ser unos hipócritas sinvergüenzas. https://t.co/n2sTnlLPUu";"FALSE";"66";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}}],""urls"":[{""url"":""https://t.co/n2sTnlLPUu"",""expanded_url"":""https://twitter.com/enochmm/status/1554716211417698304"",""display_url"":""twitter.com/enochmm/status…"",""indices"":{""start"":67,""end"":90}}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPhone";;;"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"TRUE";"0";"0";"FALSE";"FALSE";"es";"TRUE";"1554716211417698304";"1554716211417698304";"[{""created_at"":""Wed Aug 03 06:30:04 +0000 2022"",""id"":1.5547162114177e+18,""id_str"":""1554716211417698304"",""full_text"":""Hablando de desembalses en el Tajo: la dirección de Iberdrola han señalado que exigirán al Ministerio «responsabilidad ante cualquier acción de desembalse que considere que daña al medio ambiente del entorno y del territorio»\nPero que sinvergüenzas 🤬\nhttps://t.co/gkcbzREnzD"",""truncated"":false,""display_text_range"":[0,274],""entities"":{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/gkcbzREnzD"",""expanded_url"":""https://www.lanzadigital.com/castilla-la-mancha/el-gobierno-y-los-usuarios-acuerdan-limitar-la-explotacion-de-los-embalses-hidroelectricos-del-tajo-para-su-uso-racional/"",""display_url"":""lanzadigital.com/castilla-la-ma…"",""indices"":[251,274]}],""media"":{}},""metadata"":{""iso_language_code"":""es"",""result_type"":""recent""},""source"":""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android<\/a>"",""user"":{""id"":47889919,""id_str"":""47889919"",""name"":""Enoch M.M."",""screen_name"":""enochmm"",""location"":""Ciudad Real"",""description"":""Ambientólogo, Técnico de Consultoría Ambiental y Podcaster.\nPrescriptor del Cambio Climático.\nAhora @trabaja_MA y @podcastidae"",""url"":""https://t.co/NWh1oWIoAy"",""entities"":{""url"":{""urls"":[{""url"":""https://t.co/NWh1oWIoAy"",""expanded_url"":""https://www.trabajaenmedioambiente.com/consultoria/"",""display_url"":""trabajaenmedioambiente.com/consultoria/"",""indices"":[0,23]}]},""description"":{""urls"":[]}},""protected"":false,""followers_count"":1948,""friends_count"":727,""listed_count"":56,""created_at"":""Wed Jun 17 07:35:20 +0000 2009"",""favourites_count"":8924,""geo_enabled"":true,""verified"":false,""statuses_count"":30882,""contributors_enabled"":false,""is_translator"":false,""is_translation_enabled"":false,""profile_background_color"":""1A1B1F"",""profile_background_image_url"":""http://abs.twimg.com/images/themes/theme9/bg.gif"",""profile_background_image_url_https"":""https://abs.twimg.com/images/themes/theme9/bg.gif"",""profile_background_tile"":false,""profile_image_url"":""http://pbs.twimg.com/profile_images/1543536227621769218/akSLuoRD_normal.jpg"",""profile_image_url_https"":""https://pbs.twimg.com/profile_images/1543536227621769218/akSLuoRD_normal.jpg"",""profile_banner_url"":""https://pbs.twimg.com/profile_banners/47889919/1591474347"",""profile_link_color"":""08298A"",""profile_sidebar_border_color"":""FFFFFF"",""profile_sidebar_fill_color"":""252429"",""profile_text_color"":""666666"",""profile_use_background_image"":true,""has_extended_profile"":true,""default_profile"":false,""default_profile_image"":false,""translator_type"":""none"",""withheld_in_countries"":[]},""is_quote_status"":false,""retweet_count"":1,""favorite_count"":4,""favorited"":false,""retweeted"":false,""possibly_sensitive"":false,""lang"":""es"",""extended_entities"":{""media"":{}}}]";"@iberdrola o el ejemplo de cómo ser unos hipócritas sinvergüenzas. https://t.co/n2sTnlLPUu";;;;;;;;;;;;;;;"433447073";"433447073";"Fernando🐺";"fernanditorl";"Valladolid";"De Valladolid y del Pucela, apasionado y practicante del ciclismo. ¡¡Viva el ciclismo!! Amante de los Picos de Europa. 🐶💜👧⛰️#LoboVivo🐺";"https://t.co/rRXIih4AJh";"FALSE";"467";"569";"8";"Sat Dec 10 15:42:39 +0000 2011";"355";"FALSE";"149582";"https://pbs.twimg.com/profile_images/1539957747122307073/5U9Yg-bI_normal.jpg";"https://pbs.twimg.com/profile_banners/433447073/1515012156";"FALSE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""url"":""https://t.co/rRXIih4AJh"",""expanded_url"":""http://fernanditorl.blogspot.com"",""display_url"":""fernanditorl.blogspot.com"",""indices"":{""start"":0,""end"":23}}]}";"https://twitter.com/fernanditorl/status/1554785513546080256";;;"1e+05"
"2022-08-03 11:05:02";"1554785409183498240";"1554785409183498244";"@iberdrola Para que necesitáis un préstamo de tanto dinero, si con lo que robais en las facturas os da para fichar a toda la dinastía de Mbappé!";"FALSE";"144";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPhone";"1554760736139870208";"1554760736139870210";"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}},""extended_entities"":{""media"":{}}}]";"@iberdrola Para que necesitáis un préstamo de tanto dinero, si con lo que robais en las facturas os da para fichar a toda la dinastía de Mbappé!";;;;;;;;;;;;;;;"871762478";"871762478";"francisco javier";"javiloomb";"Las vías de tren ";"";;"FALSE";"129";"260";"0";"Wed Oct 10 13:13:05 +0000 2012";"764";"FALSE";"968";"https://pbs.twimg.com/profile_images/1300442645756551171/lw6gW1Ft_normal.jpg";"https://pbs.twimg.com/profile_banners/871762478/1584200916";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/javiloomb/status/1554785409183498244";;;"1e+05"
"2022-08-03 11:02:59";"1554784892977823744";"1554784892977823744";"@iberdrola lo único que tienen aprendido vuestros comerciales es echarle la culpa a Endesa. Cobráis el la bajada de potencia alegando que ha venido un técnico, cuando si hubiera venido tendríamos la lectura del contador. Estafadores";"FALSE";"232";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPhone";;;"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}},""extended_entities"":{""media"":{}}}]";"@iberdrola lo único que tienen aprendido vuestros comerciales es echarle la culpa a Endesa. Cobráis el la bajada de potencia alegando que ha venido un técnico, cuando si hubiera venido tendríamos la lectura del contador. Estafadores";;;;;;;;;;;;;;;"871762478";"871762478";"francisco javier";"javiloomb";"Las vías de tren ";"";;"FALSE";"129";"260";"0";"Wed Oct 10 13:13:05 +0000 2012";"764";"FALSE";"968";"https://pbs.twimg.com/profile_images/1300442645756551171/lw6gW1Ft_normal.jpg";"https://pbs.twimg.com/profile_banners/871762478/1584200916";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/javiloomb/status/1554784892977823744";;;"1e+05"
"2022-08-03 11:01:41";"1554784563657940992";"1554784563657940992";"@iberdrola robando desde que os contratamos. Facturas estimadas y cuando intentamos pasar la lectura real del contador solo excusas. La atención al cliente más mala de toda España. De vergüenza";"FALSE";"193";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":0,""end"":10}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"iPhone";;;"281475728";"281475728";"iberdrola";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"0";"0";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}},""extended_entities"":{""media"":{}}}]";"@iberdrola robando desde que os contratamos. Facturas estimadas y cuando intentamos pasar la lectura real del contador solo excusas. La atención al cliente más mala de toda España. De vergüenza";;;;;;;;;;;;;;;"871762478";"871762478";"francisco javier";"javiloomb";"Las vías de tren ";"";;"FALSE";"129";"260";"0";"Wed Oct 10 13:13:05 +0000 2012";"764";"FALSE";"968";"https://pbs.twimg.com/profile_images/1300442645756551171/lw6gW1Ft_normal.jpg";"https://pbs.twimg.com/profile_banners/871762478/1584200916";"TRUE";"FALSE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/javiloomb/status/1554784563657940992";;;"1e+05"
"2022-08-03 10:51:57";"1554782115404959744";"1554782115404959744";"@foroelectricos @iberdrola Igual es más sencillo, lógico, terminar de una puta vez el corredor mediterraneo";"FALSE";"107";"{""hashtags"":[{""indices"":[null]}],""symbols"":[{""indices"":[null]}],""user_mentions"":[{""screen_name"":""foroelectricos"",""name"":""ForoCochesEléctricos"",""id"":31421025,""id_str"":""31421025"",""indices"":{""start"":0,""end"":15}},{""screen_name"":""iberdrola"",""name"":""Iberdrola"",""id"":281475728,""id_str"":""281475728"",""indices"":{""start"":16,""end"":26}}],""urls"":[{""indices"":[null],""unwound"":[null]}],""media"":[{""indices"":[null],""sizes"":[null]}]}";"[{""iso_language_code"":""es"",""result_type"":""recent""}]";"Web App";"1554779006880325632";"1554779006880325632";"31421025";"31421025";"foroelectricos";;"[{}]";"[{""geo"":{},""coordinates"":{},""place"":{""contained_within"":{},""attributes"":{},""bounding_box"":[{}]}}]";;"FALSE";"1";"1";"FALSE";"FALSE";"es";;;;"[{""display_text_range"":{},""entities"":{""hashtags"":{},""symbols"":{},""user_mentions"":{},""urls"":{},""media"":{}},""metadata"":{},""user"":{""entities"":{""url"":{""urls"":{}},""description"":{""urls"":{}}},""withheld_in_countries"":{}},""extended_entities"":{""media"":{}}}]";"@foroelectricos @iberdrola Igual es más sencillo, lógico, terminar de una puta vez el corredor mediterraneo";;;;;;;;;;;;;;;"53039546";"53039546";"jordi alsina";"jalsina";"";"";;"FALSE";"3";"71";"0";"Thu Jul 02 11:41:53 +0000 2009";"44";"FALSE";"24";"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png";;"TRUE";"TRUE";"[]";;;"{""description"":[{""indices"":[null],""unwound"":[null]}],""url"":[{""indices"":[null],""unwound"":[null]}]}";"https://twitter.com/jalsina/status/1554782115404959744";;;"1e+05"
